Flow ID, Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags,Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,RST Flag Count,URG Flag Count,Down/Up Ratio, Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Inbound, Label
172.16.0.5-192.168.50.1-530-16227-17,530,16227,17,2,2,0,6,0,3,3,3,0,0,0,0,3000000,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,3,3,3,0,0,0,0,0,4.5,3,0,0,2,6,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-40905-17,634,40905,17,194874,200,0,88000,0,440,440,440,0,0,0,0,451573.8375,1026.304176,979.2663317,11923.88146,168283,0,194874,979.2663317,11923.88146,168283,0,0,0,0,0,0,0,44320,0,1026.304176,0,440,440,440,0,0,0,0,0,442.2,440,0,44320,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-22395-17,634,22395,17,29059,200,0,88000,0,440,440,440,0,0,0,0,3028321.69,6882.549296,146.0251256,179.0962564,1133,1,29059,146.0251256,179.0962564,1133,1,0,0,0,0,0,0,6400,0,6882.549296,0,440,440,440,0,0,0,0,0,442.2,440,0,6400,200,88000,0,0,-1,-1,199,32,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-6237-17,634,6237,17,29469,200,0,88000,0,440,440,440,0,0,0,0,2986188.876,6786.792901,148.0854271,176.4442217,1053,0,29469,148.0854271,176.4442217,1053,0,0,0,0,0,0,0,5716,0,6786.792901,0,440,440,440,0,0,0,0,0,442.2,440,0,5716,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-4854-17,634,4854,17,30062,200,0,88000,0,440,440,440,0,0,0,0,2927283.614,6652.917304,151.0653266,189.8080922,1479,1,30062,151.0653266,189.8080922,1479,1,0,0,0,0,0,0,4000,0,6652.917304,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-52206-17,634,52206,17,29594,200,0,88000,0,440,440,440,0,0,0,0,2973575.725,6758.126647,148.7135678,179.8951248,1134,1,29594,148.7135678,179.8951248,1134,1,0,0,0,0,0,0,4000,0,6758.126647,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-530-52587-17,530,52587,17,2,2,0,442,0,221,221,221,0,0,0,0,2.21E+08,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,40,0,1000000,0,221,221,221,0,0,0,0,0,331.5,221,0,40,2,442,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-20343-17,634,20343,17,215330,200,0,88000,0,440,440,440,0,0,0,0,408675.0569,928.8069475,1082.060302,13170.87648,185889,0,215330,1082.060302,13170.87648,185889,0,0,0,0,0,0,0,4000,0,928.8069475,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-20343-634-17,634,20343,17,1,2,0,880,0,440,440,440,0,0,0,0,8.80E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,40,0,2000000,0,440,440,440,0,0,0,0,0,660,440,0,40,2,880,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,0,1
172.16.0.5-192.168.50.1-62696-42622-17,62696,42622,17,1,2,0,740,0,370,370,370,0,0,0,0,7.40E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,40,0,2000000,0,370,370,370,0,0,0,0,0,555,370,0,40,2,740,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-530-27376-17,530,27376,17,3,2,0,748,0,374,374,374,0,0,0,0,2.49E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,40,0,666666.6667,0,374,374,374,0,0,0,0,0,561,374,0,40,2,748,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-530-32406-17,530,32406,17,3,2,0,748,0,374,374,374,0,0,0,0,2.49E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,40,0,666666.6667,0,374,374,374,0,0,0,0,0,561,374,0,40,2,748,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-62539-17,634,62539,17,64608,200,0,88000,0,440,440,440,0,0,0,0,1362060.426,3095.591877,324.6633166,1844.505738,19328,1,64608,324.6633166,1844.505738,19328,1,0,0,0,0,0,0,4000,0,3095.591877,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-530-56457-17,530,56457,17,2,2,0,814,0,407,407,407,0,0,0,0,4.07E+08,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,40,0,1000000,0,407,407,407,0,0,0,0,0,610.5,407,0,40,2,814,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-62069-39886-17,62069,39886,17,2,2,0,936,0,468,468,468,0,0,0,0,4.68E+08,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,40,0,1000000,0,468,468,468,0,0,0,0,0,702,468,0,40,2,936,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-63276-58558-17,63276,58558,17,3,2,0,958,0,479,479,479,0,0,0,0,3.19E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,40,0,666666.6667,0,479,479,479,0,0,0,0,0,718.5,479,0,40,2,958,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-6829-17,634,6829,17,29968,200,0,88000,0,440,440,440,0,0,0,0,2936465.563,6673.785371,150.5929648,188.8694438,1253,1,29968,150.5929648,188.8694438,1253,1,0,0,0,0,0,0,4000,0,6673.785371,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-47912-17,634,47912,17,30165,200,0,88000,0,440,440,440,0,0,0,0,2917288.248,6630.200564,151.5829146,334.0087277,4057,0,30165,151.5829146,334.0087277,4057,0,0,0,0,0,0,0,4000,0,6630.200564,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-50348-17,634,50348,17,31454,200,0,88000,0,440,440,440,0,0,0,0,2797736.377,6358.491766,158.0603015,216.3813188,1747,1,31454,158.0603015,216.3813188,1747,1,0,0,0,0,0,0,4000,0,6358.491766,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-3843-17,634,3843,17,44465,200,0,88000,0,440,440,440,0,0,0,0,1979084.673,4497.919712,223.4422111,1052.335606,14767,0,44465,223.4422111,1052.335606,14767,0,0,0,0,0,0,0,4000,0,4497.919712,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-51413-17,634,51413,17,30060,200,0,88000,0,440,440,440,0,0,0,0,2927478.377,6653.359947,151.0552764,191.7721501,1333,1,30060,151.0552764,191.7721501,1333,1,0,0,0,0,0,0,4000,0,6653.359947,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-23677-17,634,23677,17,237551,200,0,88000,0,440,440,440,0,0,0,0,370446.7672,841.924471,1193.723618,12179.35019,168072,0,237551,1193.723618,12179.35019,168072,0,0,0,0,0,0,0,4000,0,841.924471,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-512-20702-17,512,20702,17,21923,4,0,5856,0,1464,1464,1464,0,0,0,0,267116.7267,182.4567806,7307.666667,12653.78589,21919,1,21923,7307.666667,12653.78589,21919,1,0,0,0,0,0,0,80,0,182.4567806,0,1464,1464,1464,0,0,0,0,0,1830,1464,0,80,4,5856,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-9366-17,634,9366,17,29810,200,0,88000,0,440,440,440,0,0,0,0,2952029.52,6709.158001,149.798995,185.5387454,1177,1,29810,149.798995,185.5387454,1177,1,0,0,0,0,0,0,4000,0,6709.158001,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-34960-17,634,34960,17,28889,200,0,88000,0,440,440,440,0,0,0,0,3046142.13,6923.050296,145.1708543,182.6207666,1188,1,28889,145.1708543,182.6207666,1188,1,0,0,0,0,0,0,4000,0,6923.050296,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-55961-17,634,55961,17,28777,200,0,88000,0,440,440,440,0,0,0,0,3057997.707,6949.994788,144.6080402,320.5120385,3890,0,28777,144.6080402,320.5120385,3890,0,0,0,0,0,0,0,4000,0,6949.994788,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-65028-17,634,65028,17,28001,200,0,88000,0,440,440,440,0,0,0,0,3142744.902,7142.60205,140.7085427,169.7352528,1172,1,28001,140.7085427,169.7352528,1172,1,0,0,0,0,0,0,4000,0,7142.60205,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-50107-17,634,50107,17,206244,200,0,88000,0,440,440,440,0,0,0,0,426679.0791,969.7251799,1036.40201,12633.41781,178341,1,206244,1036.40201,12633.41781,178341,1,0,0,0,0,0,0,4000,0,969.7251799,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-63386-15310-17,63386,15310,17,3,2,0,1944,0,972,972,972,0,0,0,0,6.48E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,40,0,666666.6667,0,972,972,972,0,0,0,0,0,1458,972,0,40,2,1944,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-62291-43022-17,62291,43022,17,3,2,0,1966,0,983,983,983,0,0,0,0,6.55E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,40,0,666666.6667,0,983,983,983,0,0,0,0,0,1474.5,983,0,40,2,1966,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-530-54411-17,530,54411,17,3,2,0,1864,0,932,932,932,0,0,0,0,6.21E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,40,0,666666.6667,0,932,932,932,0,0,0,0,0,1398,932,0,40,2,1864,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-33003-17,634,33003,17,29192,200,0,88000,0,440,440,440,0,0,0,0,3014524.527,6851.192107,146.6934673,322.0018061,3862,1,29192,146.6934673,322.0018061,3862,1,0,0,0,0,0,0,2180,0,6851.192107,0,440,440,440,0,0,0,0,0,442.2,440,0,2180,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-33003-634-17,634,33003,17,2,2,0,880,0,440,440,440,0,0,0,0,4.40E+08,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,40,0,1000000,0,440,440,440,0,0,0,0,0,660,440,0,40,2,880,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,0,1
172.16.0.5-192.168.50.1-634-21403-17,634,21403,17,96661,200,0,88000,0,440,440,440,0,0,0,0,910398.1958,2069.086809,485.7336683,977.4932919,5983,0,96661,485.7336683,977.4932919,5983,0,0,0,0,0,0,0,3016,0,2069.086809,0,440,440,440,0,0,0,0,0,442.2,440,0,3016,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-54548-17,634,54548,17,27604,200,0,88000,0,440,440,440,0,0,0,0,3187943.776,7245.326764,138.7135678,163.5469641,1350,1,27604,138.7135678,163.5469641,1350,1,0,0,0,0,0,0,0,0,7245.326764,0,440,440,440,0,0,0,0,0,442.2,440,0,0,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-58929-17,634,58929,17,26870,200,0,88000,0,440,440,440,0,0,0,0,3275027.912,7443.245255,135.0251256,140.5715403,683,0,26870,135.0251256,140.5715403,683,0,0,0,0,0,0,0,3740,0,7443.245255,0,440,440,440,0,0,0,0,0,442.2,440,0,3740,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-23519-17,634,23519,17,26803,200,0,88000,0,440,440,440,0,0,0,0,3283214.566,7461.851285,134.6884422,139.9796284,640,0,26803,134.6884422,139.9796284,640,0,0,0,0,0,0,0,4000,0,7461.851285,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-47829-17,634,47829,17,281748,200,0,88000,0,440,440,440,0,0,0,0,312335.8462,709.8541959,1415.819095,15604.8764,219701,0,281748,1415.819095,15604.8764,219701,0,0,0,0,0,0,0,3456,0,709.8541959,0,440,440,440,0,0,0,0,0,442.2,440,0,3456,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-20542-17,634,20542,17,47393,10,0,4400,0,440,440,440,0,0,0,0,92840.71487,211.0016247,5265.888889,10736.65093,30305,2,47393,5265.888889,10736.65093,30305,2,0,0,0,0,0,0,296,0,211.0016247,0,440,440,440,0,0,0,0,0,484,440,0,296,10,4400,0,0,-1,-1,9,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-18680-17,634,18680,17,3,2,0,880,0,440,440,440,0,0,0,0,2.93E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,440,440,440,0,0,0,0,0,660,440,0,64,2,880,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-29336-17,634,29336,17,32709,200,0,88000,0,440,440,440,0,0,0,0,2690391.024,6114.525054,164.3668342,180.6569412,835,1,32709,164.3668342,180.6569412,835,1,0,0,0,0,0,0,6400,0,6114.525054,0,440,440,440,0,0,0,0,0,442.2,440,0,6400,200,88000,0,0,-1,-1,199,32,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-16783-17,634,16783,17,28476,4,0,1760,0,440,440,440,0,0,0,0,61806.43349,140.469167,9492,16437.16216,28472,2,28476,9492,16437.16216,28472,2,0,0,0,0,0,0,128,0,140.469167,0,440,440,440,0,0,0,0,0,550,440,0,128,4,1760,0,0,-1,-1,3,32,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-62888-23572-17,62888,23572,17,3,2,0,2448,0,1224,1224,1224,0,0,0,0,8.16E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,1224,1224,1224,0,0,0,0,0,1836,1224,0,64,2,2448,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-56195-17,634,56195,17,3,2,0,880,0,440,440,440,0,0,0,0,2.93E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,440,440,440,0,0,0,0,0,660,440,0,64,2,880,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-57303-17,634,57303,17,45121,200,0,88000,0,440,440,440,0,0,0,0,1950311.385,4432.525875,226.7386935,799.1221143,8032,0,45121,226.7386935,799.1221143,8032,0,0,0,0,0,0,0,1568,0,4432.525875,0,440,440,440,0,0,0,0,0,442.2,440,0,1568,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-24417-17,634,24417,17,52167,6,0,2640,0,440,440,440,0,0,0,0,50606.70539,115.0152395,10433.4,16796.60413,38579,2,52167,10433.4,16796.60413,38579,2,0,0,0,0,0,0,0,0,115.0152395,0,440,440,440,0,0,0,0,0,513.3333333,440,0,0,6,2640,0,0,-1,-1,5,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-15302-17,634,15302,17,37041,200,0,88000,0,440,440,440,0,0,0,0,2375745.795,5399.422262,186.1356784,654.1925833,9056,1,37041,186.1356784,654.1925833,9056,1,0,0,0,0,0,0,0,0,5399.422262,0,440,440,440,0,0,0,0,0,442.2,440,0,0,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-27653-17,634,27653,17,28238,200,0,88000,0,440,440,440,0,0,0,0,3116368.015,7082.654579,141.8994975,176.7041697,1146,1,28238,141.8994975,176.7041697,1146,1,0,0,0,0,0,0,0,0,7082.654579,0,440,440,440,0,0,0,0,0,442.2,440,0,0,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-37771-17,634,37771,17,28100,200,0,88000,0,440,440,440,0,0,0,0,3131672.598,7117.437722,141.2060302,171.9886441,1060,1,28100,141.2060302,171.9886441,1060,1,0,0,0,0,0,0,0,0,7117.437722,0,440,440,440,0,0,0,0,0,442.2,440,0,0,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-64094-17,634,64094,17,1,2,0,880,0,440,440,440,0,0,0,0,8.80E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2000000,0,440,440,440,0,0,0,0,0,660,440,0,0,2,880,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-17410-17,634,17410,17,28224,200,0,88000,0,440,440,440,0,0,0,0,3117913.832,7086.1678,141.8291457,315.6159297,3965,0,28224,141.8291457,315.6159297,3965,0,0,0,0,0,0,0,3080,0,7086.1678,0,440,440,440,0,0,0,0,0,442.2,440,0,3080,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-2652-17,634,2652,17,90977,200,0,88000,0,440,440,440,0,0,0,0,967277.4437,2198.357827,457.1708543,1008.969992,9061,0,90977,457.1708543,1008.969992,9061,0,0,0,0,0,0,0,4000,0,2198.357827,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-4498-17,634,4498,17,206869,200,0,88000,0,440,440,440,0,0,0,0,425389.9811,966.7954116,1039.542714,12533.5535,176937,1,206869,1039.542714,12533.5535,176937,1,0,0,0,0,0,0,4000,0,966.7954116,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-512-46717-17,512,46717,17,15746,4,0,5856,0,1464,1464,1464,0,0,0,0,371903.9756,254.0327702,5248.666667,9086.627225,15741,2,15746,5248.666667,9086.627225,15741,2,0,0,0,0,0,0,80,0,254.0327702,0,1464,1464,1464,0,0,0,0,0,1830,1464,0,80,4,5856,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-512-46389-17,512,46389,17,9762,4,0,5856,0,1464,1464,1464,0,0,0,0,599877.0744,409.7521,3254,5632.629315,9758,1,9762,3254,5632.629315,9758,1,0,0,0,0,0,0,80,0,409.7521,0,1464,1464,1464,0,0,0,0,0,1830,1464,0,80,4,5856,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-512-40470-17,512,40470,17,3211,4,0,5856,0,1464,1464,1464,0,0,0,0,1823730.925,1245.717845,1070.333333,1850.407883,3207,1,3211,1070.333333,1850.407883,3207,1,0,0,0,0,0,0,80,0,1245.717845,0,1464,1464,1464,0,0,0,0,0,1830,1464,0,80,4,5856,0,0,-1,-1,3,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-9474-17,634,9474,17,31112,200,0,88000,0,440,440,440,0,0,0,0,2828490.615,6428.38776,156.3417085,326.9849158,3805,0,31112,156.3417085,326.9849158,3805,0,0,0,0,0,0,0,-7439028965,0,6428.38776,0,440,440,440,0,0,0,0,0,442.2,440,0,-7439028965,200,88000,0,0,-1,-1,199,-1062718975,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-30351-17,634,30351,17,72101,200,0,88000,0,440,440,440,0,0,0,0,1220510.118,2773.886631,362.3165829,1237.052735,10793,1,72101,362.3165829,1237.052735,10793,1,0,0,0,0,0,0,-2.13E+11,0,2773.886631,0,440,440,440,0,0,0,0,0,442.2,440,0,-2.13E+11,200,88000,0,0,-1,-1,199,-1062718975,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-62707-14573-17,62707,14573,17,4,2,0,2944,0,1472,1472,1472,0,0,0,0,7.36E+08,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,-2125437950,0,500000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-22445-17,634,22445,17,29884,200,0,88000,0,440,440,440,0,0,0,0,2944719.582,6692.544505,150.1708543,315.0614834,3874,1,29884,150.1708543,315.0614834,3874,1,0,0,0,0,0,0,-2.13E+11,0,6692.544505,0,440,440,440,0,0,0,0,0,442.2,440,0,-2.13E+11,200,88000,0,0,-1,-1,199,-1062718975,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-40481-17,634,40481,17,29608,200,0,88000,0,440,440,440,0,0,0,0,2972169.684,6754.9311,148.7839196,176.3219294,1054,1,29608,148.7839196,176.3219294,1054,1,0,0,0,0,0,0,-2.13E+11,0,6754.9311,0,440,440,440,0,0,0,0,0,442.2,440,0,-2.13E+11,200,88000,0,0,-1,-1,199,-1062718975,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-65393-17,634,65393,17,29585,200,0,88000,0,440,440,440,0,0,0,0,2974480.311,6760.182525,148.6683417,175.3723328,1044,1,29585,148.6683417,175.3723328,1044,1,0,0,0,0,0,0,-2.13E+11,0,6760.182525,0,440,440,440,0,0,0,0,0,442.2,440,0,-2.13E+11,200,88000,0,0,-1,-1,199,-1062718975,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-26017-17,634,26017,17,201463,200,0,88000,0,440,440,440,0,0,0,0,436804.7731,992.7381206,1012.376884,12058.07954,170175,1,201463,1012.376884,12058.07954,170175,1,0,0,0,0,0,0,-57386819978,0,992.7381206,0,440,440,440,0,0,0,0,0,442.2,440,0,-57386819978,200,88000,0,0,-1,-1,199,-1062718975,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-26017-634-17,634,26017,17,2,2,0,880,0,440,440,440,0,0,0,0,4.40E+08,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,440,440,440,0,0,0,0,0,660,440,0,64,2,880,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,0,1
172.16.0.5-192.168.50.1-634-51158-17,634,51158,17,29356,200,0,88000,0,440,440,440,0,0,0,0,2997683.608,6812.917291,147.5175879,182.1909822,1150,1,29356,147.5175879,182.1909822,1150,1,0,0,0,0,0,0,4816,0,6812.917291,0,440,440,440,0,0,0,0,0,442.2,440,0,4816,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-9807-17,634,9807,17,29353,200,0,88000,0,440,440,440,0,0,0,0,2997989.984,6813.6136,147.5025126,176.8810556,1117,1,29353,147.5025126,176.8810556,1117,1,0,0,0,0,0,0,5488,0,6813.6136,0,440,440,440,0,0,0,0,0,442.2,440,0,5488,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-22913-17,634,22913,17,29083,200,0,88000,0,440,440,440,0,0,0,0,3025822.646,6876.869649,146.1457286,180.8699066,1205,0,29083,146.1457286,180.8699066,1205,0,0,0,0,0,0,0,6400,0,6876.869649,0,440,440,440,0,0,0,0,0,442.2,440,0,6400,200,88000,0,0,-1,-1,199,32,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-2225-17,634,2225,17,27845,200,0,88000,0,440,440,440,0,0,0,0,3160351.948,7182.618064,139.9246231,162.6827778,1076,1,27845,139.9246231,162.6827778,1076,1,0,0,0,0,0,0,4384,0,7182.618064,0,440,440,440,0,0,0,0,0,442.2,440,0,4384,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-634-8240-17,634,8240,17,178258,200,0,88000,0,440,440,440,0,0,0,0,493666.4834,1121.96928,895.7688442,10180.9176,143693,1,178258,895.7688442,10180.9176,143693,1,0,0,0,0,0,0,6328,0,1121.96928,0,440,440,440,0,0,0,0,0,442.2,440,0,6328,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
172.16.0.5-192.168.50.1-61881-24018-17,61881,24018,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,40,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,40,2,2944,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
