Flow ID, Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, RST Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Inbound, Label
172.16.0.5-192.168.50.1-553-54515-17,553,54515,17,5,2,0,2944,0,1472,1472,1472,0,0,0,0,5.89E+08,400000,5,0,5,5,5,5,0,5,5,0,0,0,0,0,0,-2,0,400000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-554-7110-17,554,7110,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-555-38226-17,555,38226,17,1,2,0,2640,0,1320,1320,1320,0,0,0,0,2.64E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1320,1320,1320,0,0,0,0,0,0,0,1980,1320,0,-2,2,2640,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-556-56864-17,556,56864,17,1,2,0,2846,0,1423,1423,1423,0,0,0,0,2.85E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1423,1423,1423,0,0,0,0,0,0,0,2134.5,1423,0,-2,2,2846,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-557-53987-17,557,53987,17,3,2,0,2736,0,1368,1368,1368,0,0,0,0,9.12E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1368,1368,1368,0,0,0,0,0,0,0,2052,1368,0,-2,2,2736,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-658-40392-17,658,40392,17,207000,4,0,5888,0,1472,1472,1472,0,0,0,0,28444.44444,19.3236715,69000,119506.3096,206994,3,207000,69000,119506.3096,206994,3,0,0,0,0,0,0,62,0,19.3236715,0,1472,1472,1472,0,0,0,0,0,0,0,1840,1472,0,62,4,5888,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-558-10794-17,558,10794,17,3,2,0,2928,0,1464,1464,1464,0,0,0,0,9.76E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-559-41135-17,559,41135,17,3,2,0,2800,0,1400,1400,1400,0,0,0,0,9.33E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1400,1400,1400,0,0,0,0,0,0,0,2100,1400,0,-2,2,2800,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-560-65251-17,560,65251,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-562-45074-17,562,45074,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-563-34048-17,563,34048,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-9050-17,672,9050,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-564-18941-17,564,18941,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-28884-17,672,28884,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-565-16720-17,565,16720,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-566-20654-17,566,20654,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-567-21193-17,567,21193,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-568-52370-17,568,52370,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-569-48152-17,569,48152,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-570-36407-17,570,36407,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-571-46522-17,571,46522,17,1,2,0,2630,0,1315,1315,1315,0,0,0,0,2.63E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1315,1315,1315,0,0,0,0,0,0,0,1972.5,1315,0,-2,2,2630,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-572-59776-17,572,59776,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-26273-17,672,26273,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-573-10356-17,573,10356,17,3,2,0,2928,0,1464,1464,1464,0,0,0,0,9.76E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-28105-17,672,28105,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-574-17026-17,574,17026,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-44533-17,672,44533,17,2,2,0,2736,0,1368,1368,1368,0,0,0,0,1.37E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1368,1368,1368,0,0,0,0,0,0,0,2052,1368,0,-2,2,2736,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-575-59328-17,575,59328,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-576-53407-17,576,53407,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-577-34680-17,577,34680,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-578-37078-17,578,37078,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-579-2260-17,579,2260,17,2,2,0,2694,0,1347,1347,1347,0,0,0,0,1.35E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1347,1347,1347,0,0,0,0,0,0,0,2020.5,1347,0,-2,2,2694,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-580-425-17,580,425,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-581-8766-17,581,8766,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-582-42609-17,582,42609,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-583-38408-17,583,38408,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-59942-17,672,59942,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-33358-17,672,33358,17,1,2,0,2902,0,1451,1451,1451,0,0,0,0,2.90E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1451,1451,1451,0,0,0,0,0,0,0,2176.5,1451,0,-2,2,2902,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-19497-17,672,19497,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-584-48056-17,584,48056,17,2,2,0,2440,0,1220,1220,1220,0,0,0,0,1.22E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1220,1220,1220,0,0,0,0,0,0,0,1830,1220,0,-2,2,2440,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-585-52382-17,585,52382,17,2,2,0,2928,0,1464,1464,1464,0,0,0,0,1.46E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-62358-17,672,62358,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-586-15458-17,586,15458,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-587-47751-17,587,47751,17,3,2,0,2848,0,1424,1424,1424,0,0,0,0,9.49E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1424,1424,1424,0,0,0,0,0,0,0,2136,1424,0,-2,2,2848,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-589-45275-17,589,45275,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-590-12308-17,590,12308,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-591-49513-17,591,49513,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-592-7687-17,592,7687,17,1,2,0,2466,0,1233,1233,1233,0,0,0,0,2.47E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1233,1233,1233,0,0,0,0,0,0,0,1849.5,1233,0,-2,2,2466,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-593-19966-17,593,19966,17,1,2,0,2764,0,1382,1382,1382,0,0,0,0,2.76E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1382,1382,1382,0,0,0,0,0,0,0,2073,1382,0,-2,2,2764,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-594-9260-17,594,9260,17,2,2,0,2928,0,1464,1464,1464,0,0,0,0,1.46E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-595-41592-17,595,41592,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-56718-17,672,56718,17,1,2,0,2730,0,1365,1365,1365,0,0,0,0,2.73E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1365,1365,1365,0,0,0,0,0,0,0,2047.5,1365,0,-2,2,2730,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-596-63206-17,596,63206,17,2,2,0,2736,0,1368,1368,1368,0,0,0,0,1.37E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1368,1368,1368,0,0,0,0,0,0,0,2052,1368,0,-2,2,2736,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-597-49684-17,597,49684,17,2,2,0,2706,0,1353,1353,1353,0,0,0,0,1.35E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1353,1353,1353,0,0,0,0,0,0,0,2029.5,1353,0,-2,2,2706,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-598-14328-17,598,14328,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-599-6163-17,599,6163,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-600-40387-17,600,40387,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-601-53677-17,601,53677,17,2,2,0,2468,0,1234,1234,1234,0,0,0,0,1.23E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1234,1234,1234,0,0,0,0,0,0,0,1851,1234,0,-2,2,2468,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-602-30546-17,602,30546,17,1,2,0,2754,0,1377,1377,1377,0,0,0,0,2.75E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1377,1377,1377,0,0,0,0,0,0,0,2065.5,1377,0,-2,2,2754,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-603-55767-17,603,55767,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-604-21367-17,604,21367,17,2,2,0,2448,0,1224,1224,1224,0,0,0,0,1.22E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1224,1224,1224,0,0,0,0,0,0,0,1836,1224,0,-2,2,2448,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-7653-17,672,7653,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-605-35897-17,605,35897,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-29647-17,672,29647,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-606-23894-17,606,23894,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-607-58460-17,607,58460,17,2,2,0,2928,0,1464,1464,1464,0,0,0,0,1.46E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-33972-17,672,33972,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-608-28713-17,608,28713,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-609-57510-17,609,57510,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-610-47317-17,610,47317,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-611-57091-17,611,57091,17,2,2,0,2718,0,1359,1359,1359,0,0,0,0,1.36E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1359,1359,1359,0,0,0,0,0,0,0,2038.5,1359,0,-2,2,2718,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-22302-17,672,22302,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,4
