Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, RST Flag Count, URG Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Inbound, Label
1960,172.16.0.5-192.168.50.1-634-30781-17,172.16.0.5,634,192.168.50.1,30781,17,54:37.9,29939,200,0,88000,0,440,440,440,0,0,0,0,2939309.93,6680.249841,150.4472362,166.4910165,822,0,29939,150.4472362,166.4910165,822,0,0,0,0,0,0,0,-2.13E+11,0,6680.249841,0,440,440,440,0,0,0,0,0,442.2,440,0,-2.13E+11,200,88000,0,0,-1,-1,199,-1062718975,0,0,0,0,0,0,0,0,1,1
2476,172.16.0.5-192.168.50.1-634-43616-17,172.16.0.5,634,192.168.50.1,43616,17,54:37.9,271387,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,241072.7117,552.7162318,1821.389262,20098.80704,245500,1,271387,1821.389262,20098.80704,245500,1,0,0,0,0,0,0,-19128938910,0,552.7162318,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,-19128938910,150,65424,0,0,-1,-1,149,-1062718975,0,0,0,0,0,0,0,0,1,1
1823,172.16.0.5-192.168.50.1-634-39960-17,172.16.0.5,634,192.168.50.1,39960,17,54:37.9,27540,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2513870.733,5737.109659,175.4140127,208.8100304,1196,1,27540,175.4140127,208.8100304,1196,1,0,0,0,0,0,0,-1.68E+11,0,5737.109659,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,-1.68E+11,158,69232,0,0,-1,-1,157,-1062718975,0,0,0,0,0,0,0,0,1,1
2556,172.16.0.5-192.168.50.1-634-23829-17,172.16.0.5,634,192.168.50.1,23829,17,54:37.9,29585,200,0,88000,0,440,440,440,0,0,0,0,2974480.311,6760.182525,148.6683417,163.4688694,831,1,29585,148.6683417,163.4688694,831,1,0,0,0,0,0,0,-2.13E+11,0,6760.182525,0,440,440,440,0,0,0,0,0,442.2,440,0,-2.13E+11,200,88000,0,0,-1,-1,199,-1062718975,0,0,0,0,0,0,0,0,1,1
2547,172.16.0.5-192.168.50.1-634-23736-17,172.16.0.5,634,192.168.50.1,23736,17,54:37.9,50127,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,1381131.925,3151.993935,319.2802548,1880.106546,23607,1,50127,319.2802548,1880.106546,23607,1,0,0,0,0,0,0,-1.32E+11,0,3151.993935,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,-1.32E+11,158,69232,0,0,-1,-1,157,-1062718975,0,0,0,0,0,0,0,0,1,1
2003,172.16.0.5-192.168.50.1-634-29281-17,172.16.0.5,634,192.168.50.1,29281,17,54:37.9,29532,200,0,88000,0,440,440,440,0,0,0,0,2979818.502,6772.314777,148.4020101,163.23856,786,1,29532,148.4020101,163.23856,786,1,0,0,0,0,0,0,-2.13E+11,0,6772.314777,0,440,440,440,0,0,0,0,0,442.2,440,0,-2.13E+11,200,88000,0,0,-1,-1,199,-1062718975,0,0,0,0,0,0,0,0,1,1
660,172.16.0.5-192.168.50.1-634-49331-17,172.16.0.5,634,192.168.50.1,49331,17,54:38.0,29408,200,0,88000,0,440,440,440,0,0,0,0,2992383.025,6800.870511,147.7788945,163.5680483,779,1,29408,147.7788945,163.5680483,779,1,0,0,0,0,0,0,-4250871980,0,6800.870511,0,440,440,440,0,0,0,0,0,442.2,440,0,-4250871980,200,88000,0,0,-1,-1,199,-1062718975,0,0,0,0,0,0,0,0,1,1
455,172.16.0.5-192.168.50.1-634-19103-17,172.16.0.5,634,192.168.50.1,19103,17,54:38.0,259696,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,266588.6267,608.403672,1654.11465,18648.9032,233791,1,259696,1654.11465,18648.9032,233791,1,0,0,0,0,0,0,4552,0,608.403672,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,4552,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
1426,172.16.0.5-192.168.50.1-530-31205-17,172.16.0.5,530,192.168.50.1,31205,17,54:38.0,2,2,0,1760,0,880,880,880,0,0,0,0,8.80E+08,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,40,0,1000000,0,880,880,880,0,0,0,0,0,1320,880,0,40,2,1760,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
1819,172.16.0.5-192.168.50.1-31205-530-17,192.168.50.1,530,172.16.0.5,31205,17,54:38.0,2,2,0,1040,0,520,520,520,0,0,0,0,5.20E+08,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,40,0,1000000,0,520,520,520,0,0,0,0,0,780,520,0,40,2,1040,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,0,1
3185,172.16.0.5-192.168.50.1-634-27770-17,172.16.0.5,634,192.168.50.1,27770,17,54:38.2,26141,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2502735.167,5738.112544,175.442953,210.9497309,1097,1,26141,175.442953,210.9497309,1097,1,0,0,0,0,0,0,3000,0,5738.112544,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
2774,172.16.0.5-192.168.50.1-530-9849-17,172.16.0.5,530,192.168.50.1,9849,17,54:38.2,2,2,0,1958,0,979,979,979,0,0,0,0,9.79E+08,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,40,0,1000000,0,979,979,979,0,0,0,0,0,1468.5,979,0,40,2,1958,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
1348,172.16.0.5-192.168.50.1-634-24962-17,172.16.0.5,634,192.168.50.1,24962,17,54:38.2,25815,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2534340.5,5810.575247,173.2550336,197.7268849,1058,1,25815,173.2550336,197.7268849,1058,1,0,0,0,0,0,0,3936,0,5810.575247,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3936,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
236,172.16.0.5-192.168.50.1-634-8364-17,172.16.0.5,634,192.168.50.1,8364,17,54:38.2,25844,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2531496.672,5804.0551,173.4496644,370.9176793,4031,1,25844,173.4496644,370.9176793,4031,1,0,0,0,0,0,0,4416,0,5804.0551,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,4416,150,65424,0,0,-1,-1,149,8,0,0,0,0,0,0,0,0,1,1
382,172.16.0.5-192.168.50.1-634-35327-17,172.16.0.5,634,192.168.50.1,35327,17,54:38.2,26615,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2601239.902,5936.501973,169.522293,187.7951211,742,1,26615,169.522293,187.7951211,742,1,0,0,0,0,0,0,2776,0,5936.501973,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,2776,158,69232,0,0,-1,-1,157,8,0,0,0,0,0,0,0,0,1,1
1252,172.16.0.5-192.168.50.1-847-38717-17,172.16.0.5,847,192.168.50.1,38717,17,54:38.2,25164,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2599904.626,5960.896519,168.885906,194.8619931,977,1,25164,168.885906,194.8619931,977,1,0,0,0,0,0,0,2448,0,5960.896519,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,2448,150,65424,0,0,-1,-1,149,8,0,0,0,0,0,0,0,0,1,1
1859,172.16.0.5-192.168.50.1-634-42698-17,172.16.0.5,634,192.168.50.1,42698,17,54:38.3,25489,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2716152.066,6198.752403,162.3503185,171.2452083,564,1,25489,162.3503185,171.2452083,564,1,0,0,0,0,0,0,3880,0,6198.752403,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3880,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
1985,172.16.0.5-192.168.50.1-634-11406-17,172.16.0.5,634,192.168.50.1,11406,17,54:38.3,311417,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,210084.8701,481.669273,2090.04698,23377.04659,285517,1,311417,2090.04698,23377.04659,285517,1,0,0,0,0,0,0,3912,0,481.669273,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3912,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
1272,172.16.0.5-192.168.50.1-634-23795-17,172.16.0.5,634,192.168.50.1,23795,17,54:38.3,25343,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2731799.708,6234.463165,161.4203822,172.2796671,528,1,25343,161.4203822,172.2796671,528,1,0,0,0,0,0,0,5056,0,6234.463165,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,5056,158,69232,0,0,-1,-1,157,32,0,0,0,0,0,0,0,0,1,1
456,172.16.0.5-192.168.50.1-634-52988-17,172.16.0.5,634,192.168.50.1,52988,17,54:38.3,25187,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2748719.578,6273.077381,160.4267516,168.0756547,528,1,25187,160.4267516,168.0756547,528,1,0,0,0,0,0,0,3904,0,6273.077381,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3904,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
1952,172.16.0.5-192.168.50.1-634-18726-17,172.16.0.5,634,192.168.50.1,18726,17,54:38.3,272615,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,253955.2116,579.5719238,1736.401274,19705.9363,247069,1,272615,1736.401274,19705.9363,247069,1,0,0,0,0,0,0,3160,0,579.5719238,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
1878,172.16.0.5-192.168.50.1-62781-51015-17,172.16.0.5,62781,192.168.50.1,51015,17,54:38.3,2,2,0,2368,0,1184,1184,1184,0,0,0,0,1.18E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,40,0,1000000,0,1184,1184,1184,0,0,0,0,0,1776,1184,0,40,2,2368,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
1646,172.16.0.5-192.168.50.1-62886-56694-17,172.16.0.5,62886,192.168.50.1,56694,17,54:38.4,2,2,0,2390,0,1195,1195,1195,0,0,0,0,1.20E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,40,0,1000000,0,1195,1195,1195,0,0,0,0,0,1792.5,1195,0,40,2,2390,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,1
2449,172.16.0.5-192.168.50.1-634-49672-17,172.16.0.5,634,192.168.50.1,49672,17,54:38.6,25186,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2597633.606,5955.689669,169.033557,216.7458786,1458,1,25186,169.033557,216.7458786,1458,1,0,0,0,0,0,0,3000,0,5955.689669,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
1398,172.16.0.5-192.168.50.1-634-46748-17,172.16.0.5,634,192.168.50.1,46748,17,54:38.6,28572,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2289794.204,5249.895002,191.7583893,432.3954592,4976,0,28572,191.7583893,432.3954592,4976,0,0,0,0,0,0,0,3000,0,5249.895002,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
2649,172.16.0.5-192.168.50.1-634-7269-17,172.16.0.5,634,192.168.50.1,7269,17,54:38.6,26700,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2592958.801,5917.602996,170.0636943,182.5419053,660,1,26700,170.0636943,182.5419053,660,1,0,0,0,0,0,0,3160,0,5917.602996,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
1387,172.16.0.5-192.168.50.1-634-17452-17,172.16.0.5,634,192.168.50.1,17452,17,54:38.6,23581,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2774437.047,6361.05339,158.261745,169.5819341,573,1,23581,158.261745,169.5819341,573,1,0,0,0,0,0,0,3000,0,6361.05339,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
1416,172.16.0.5-192.168.50.1-634-49809-17,172.16.0.5,634,192.168.50.1,49809,17,54:38.6,26547,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2607902.965,5951.708291,169.089172,181.582692,620,1,26547,169.089172,181.582692,620,1,0,0,0,0,0,0,3160,0,5951.708291,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
3383,172.16.0.5-192.168.50.1-634-61806-17,172.16.0.5,634,192.168.50.1,61806,17,54:38.7,24114,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2713112.715,6220.452849,161.8389262,177.1087262,547,1,24114,161.8389262,177.1087262,547,1,0,0,0,0,0,0,3000,0,6220.452849,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
3217,172.16.0.5-192.168.50.1-634-5137-17,172.16.0.5,634,192.168.50.1,5137,17,54:38.7,29662,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2334030.072,5326.680601,188.9299363,220.6556115,1379,1,29662,188.9299363,220.6556115,1379,1,0,0,0,0,0,0,3160,0,5326.680601,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
2402,172.16.0.5-192.168.50.1-634-4054-17,172.16.0.5,634,192.168.50.1,4054,17,54:38.7,25823,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2533555.358,5808.775123,173.3087248,209.4809512,1145,1,25823,173.3087248,209.4809512,1145,1,0,0,0,0,0,0,3000,0,5808.775123,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
842,172.16.0.5-192.168.50.1-634-50079-17,172.16.0.5,634,192.168.50.1,50079,17,54:38.7,91103,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,759931.067,1734.300737,580.2738854,2292.282754,18839,1,91103,580.2738854,2292.282754,18839,1,0,0,0,0,0,0,3160,0,1734.300737,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
2858,172.16.0.5-192.168.50.1-634-15876-17,172.16.0.5,634,192.168.50.1,15876,17,54:38.7,46223,200,0,88000,0,440,440,440,0,0,0,0,1903814.119,4326.850269,232.2763819,681.7083109,6290,1,46223,232.2763819,681.7083109,6290,1,0,0,0,0,0,0,4000,0,4326.850269,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
3378,172.16.0.5-192.168.50.1-634-13767-17,172.16.0.5,634,192.168.50.1,13767,17,54:38.7,307857,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,212514.2517,487.2392052,2066.154362,23213.00269,283506,1,307857,2066.154362,23213.00269,283506,1,0,0,0,0,0,0,3000,0,487.2392052,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
1163,172.16.0.5-192.168.50.1-634-45107-17,172.16.0.5,634,192.168.50.1,45107,17,54:38.8,43241,200,0,88000,0,440,440,440,0,0,0,0,2035105.571,4625.239934,217.2914573,519.3307032,4816,1,43241,217.2914573,519.3307032,4816,1,0,0,0,0,0,0,4000,0,4625.239934,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
1495,172.16.0.5-192.168.50.1-634-64886-17,172.16.0.5,634,192.168.50.1,64886,17,54:38.8,44699,200,0,88000,0,440,440,440,0,0,0,0,1968724.133,4474.373028,224.6180905,603.9450982,4986,1,44699,224.6180905,603.9450982,4986,1,0,0,0,0,0,0,4000,0,4474.373028,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
2238,172.16.0.5-192.168.50.1-634-23568-17,172.16.0.5,634,192.168.50.1,23568,17,54:38.8,32064,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2159181.637,4927.644711,204.2292994,260.0520873,1676,1,32064,204.2292994,260.0520873,1676,1,0,0,0,0,0,0,3160,0,4927.644711,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
1458,172.16.0.5-192.168.50.1-634-25650-17,172.16.0.5,634,192.168.50.1,25650,17,54:38.8,159221,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,434817.0153,992.3314136,1014.146497,6162.692931,71193,1,159221,1014.146497,6162.692931,71193,1,0,0,0,0,0,0,3160,0,992.3314136,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
2466,172.16.0.5-192.168.50.1-634-26545-17,172.16.0.5,634,192.168.50.1,26545,17,54:38.8,43499,200,0,88000,0,440,440,440,0,0,0,0,2023035.012,4597.806846,218.5879397,523.8643427,4564,1,43499,218.5879397,523.8643427,4564,1,0,0,0,0,0,0,4000,0,4597.806846,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
3000,172.16.0.5-192.168.50.1-634-15442-17,172.16.0.5,634,192.168.50.1,15442,17,54:38.9,130203,200,0,88000,0,440,440,440,0,0,0,0,675867.6835,1536.062917,654.2864322,3205.324822,44174,1,130203,654.2864322,3205.324822,44174,1,0,0,0,0,0,0,4000,0,1536.062917,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
3228,172.16.0.5-192.168.50.1-634-62332-17,172.16.0.5,634,192.168.50.1,62332,17,54:38.9,31656,200,0,88000,0,440,440,440,0,0,0,0,2779883.75,6317.917614,159.0753769,177.9458814,939,0,31656,159.0753769,177.9458814,939,0,0,0,0,0,0,0,4000,0,6317.917614,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
2007,172.16.0.5-192.168.50.1-634-5893-17,172.16.0.5,634,192.168.50.1,5893,17,54:39.0,55520,200,0,88000,0,440,440,440,0,0,0,0,1585014.409,3602.305476,278.9949749,1048.378886,13352,1,55520,278.9949749,1048.378886,13352,1,0,0,0,0,0,0,4000,0,3602.305476,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
1276,172.16.0.5-192.168.50.1-634-17403-17,172.16.0.5,634,192.168.50.1,17403,17,54:39.0,27647,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2504141.498,5714.905776,176.0955414,202.2075851,937,1,27647,176.0955414,202.2075851,937,1,0,0,0,0,0,0,3160,0,5714.905776,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
1811,172.16.0.5-192.168.50.1-634-55665-17,172.16.0.5,634,192.168.50.1,55665,17,54:39.0,26941,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2569763.557,5864.667236,171.5987261,192.4532198,874,1,26941,171.5987261,192.4532198,874,1,0,0,0,0,0,0,3160,0,5864.667236,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
2118,172.16.0.5-192.168.50.1-634-26806-17,172.16.0.5,634,192.168.50.1,26806,17,54:39.0,25281,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2587872.315,5933.3096,169.6711409,193.8669941,1081,1,25281,169.6711409,193.8669941,1081,1,0,0,0,0,0,0,3000,0,5933.3096,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
1962,172.16.0.5-192.168.50.1-634-15157-17,172.16.0.5,634,192.168.50.1,15157,17,54:39.0,29706,200,0,88000,0,440,440,440,0,0,0,0,2962364.505,6732.646603,149.2763819,151.7696919,402,0,29706,149.2763819,151.7696919,402,0,0,0,0,0,0,0,4000,0,6732.646603,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
402,172.16.0.5-192.168.50.1-55665-634-17,192.168.50.1,634,172.16.0.5,55665,17,54:39.0,1,2,0,880,0,440,440,440,0,0,0,0,8.80E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,40,0,2000000,0,440,440,440,0,0,0,0,0,660,440,0,40,2,880,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,0,1
2141,172.16.0.5-192.168.50.1-634-52197-17,172.16.0.5,634,192.168.50.1,52197,17,54:39.0,31188,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,2219828.139,5066.051045,198.6496815,469.0462208,5611,1,31188,198.6496815,469.0462208,5611,1,0,0,0,0,0,0,3160,0,5066.051045,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
1316,172.16.0.5-192.168.50.1-634-10430-17,172.16.0.5,634,192.168.50.1,10430,17,54:39.0,26789,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2442196.424,5599.313151,179.7919463,215.4554972,994,1,26789,179.7919463,215.4554972,994,1,0,0,0,0,0,0,3000,0,5599.313151,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
2513,172.16.0.5-192.168.50.1-634-62310-17,172.16.0.5,634,192.168.50.1,62310,17,54:39.1,29048,200,0,88000,0,440,440,440,0,0,0,0,3029468.466,6885.155605,145.9698492,148.1663653,382,1,29048,145.9698492,148.1663653,382,1,0,0,0,0,0,0,4000,0,6885.155605,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
1047,172.16.0.5-192.168.50.1-634-59724-17,172.16.0.5,634,192.168.50.1,59724,17,54:39.1,259019,158,0,69232,0,440,296,438.1772152,16.14958696,0,0,0,267285.4115,609.9938615,1649.802548,18579.3411,232954,1,259019,1649.802548,18579.3411,232954,1,0,0,0,0,0,0,3160,0,609.9938615,0,296,440,438.1886792,16.09904857,259.1793647,0,0,0,440.9620253,438.1772152,0,3160,158,69232,0,0,-1,-1,157,20,0,0,0,0,0,0,0,0,1,1
1523,172.16.0.5-192.168.50.1-634-39996-17,172.16.0.5,634,192.168.50.1,39996,17,54:39.1,27019,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2421407.158,5551.64884,181.3355705,399.3435595,4232,1,27019,181.3355705,399.3435595,4232,1,0,0,0,0,0,0,3000,0,5551.64884,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
1673,172.16.0.5-192.168.50.1-634-52207-17,172.16.0.5,634,192.168.50.1,52207,17,54:39.1,37729,200,0,88000,0,440,440,440,0,0,0,0,2332423.335,5300.962125,189.5929648,622.6342135,8647,1,37729,189.5929648,622.6342135,8647,1,0,0,0,0,0,0,4000,0,5300.962125,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
353,172.16.0.5-192.168.50.1-634-13566-17,172.16.0.5,634,192.168.50.1,13566,17,54:39.1,25428,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2572911.751,5899.008966,170.6577181,196.7720169,1024,1,25428,170.6577181,196.7720169,1024,1,0,0,0,0,0,0,3000,0,5899.008966,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
1693,172.16.0.5-192.168.50.1-634-50129-17,172.16.0.5,634,192.168.50.1,50129,17,54:39.1,30086,200,0,88000,0,440,440,440,0,0,0,0,2924948.481,6647.610184,151.1859296,171.8270819,1041,1,30086,151.1859296,171.8270819,1041,1,0,0,0,0,0,0,4000,0,6647.610184,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
2553,172.16.0.5-192.168.50.1-634-6999-17,172.16.0.5,634,192.168.50.1,6999,17,54:39.1,25985,150,0,65424,0,440,152,436.16,33.14359241,0,0,0,2517760.246,5772.561093,174.3959732,200.8034476,994,1,25985,174.3959732,200.8034476,994,1,0,0,0,0,0,0,3000,0,5772.561093,0,152,440,436.1854305,33.03440711,1091.272053,0,0,0,439.0933333,436.16,0,3000,150,65424,0,0,-1,-1,149,20,0,0,0,0,0,0,0,0,1,1
966,172.16.0.5-192.168.50.1-634-35426-17,172.16.0.5,634,192.168.50.1,35426,17,54:39.2,44543,200,0,88000,0,440,440,440,0,0,0,0,1975619.065,4490.043329,223.8341709,768.0194768,8037,1,44543,223.8341709,768.0194768,8037,1,0,0,0,0,0,0,4000,0,4490.043329,0,440,440,440,0,0,0,0,0,442.2,440,0,4000,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,1,1
