Flow ID, Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, SYN Flag Count, RST Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Inbound, Label
172.16.0.5-192.168.50.1-51814-22-6,22,51814,6,118787,1,2,0,0,0,0,0,0,0,0,0,0,25.25528888,59393.5,83990.85058,118784,3,0,0,0,0,0,3,3,0,3,3,0,32,64,8.418429626,16.83685925,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,235,259,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-63797-22-6,63797,22,6,966,1,3,0,0,0,0,0,0,0,0,0,0,4140.786749,322,458.2848459,847,2,0,0,0,0,0,849,424.5,597.5052301,847,2,0,32,96,1035.196687,3105.590062,0,0,0,0,0,0,0,0,1,1,3,0,0,0,32,1,0,3,0,259,247,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-63797-22-6,22,63797,6,391424,1,2,0,0,0,0,0,0,0,0,0,0,7.664323087,195712,276775.7363,391422,2,0,0,0,0,0,2,2,0,2,2,0,32,64,2.554774362,5.109548725,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,247,259,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-21539-80-6,80,21539,6,206,1,1,0,0,0,0,0,0,0,0,0,0,9708.737864,206,0,206,206,0,0,0,0,0,0,0,0,0,0,0,32,32,4854.368932,4854.368932,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,235,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-21539-80-6,21539,80,6,72,1,2,0,0,0,0,0,0,0,0,0,0,41666.66667,36,46.66904756,69,3,0,0,0,0,0,3,3,0,3,3,0,32,64,13888.88889,27777.77778,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,235,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-62158-80-6,62158,80,6,132,1,1,0,0,0,0,0,0,0,0,0,0,15151.51515,132,0,132,132,0,0,0,0,0,0,0,0,0,0,0,32,32,7575.757576,7575.757576,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,227,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-62158-80-6,80,62158,6,120,1,2,0,0,0,0,0,0,0,0,0,0,25000,60,80.61017306,117,3,0,0,0,0,0,3,3,0,3,3,0,32,64,8333.333333,16666.66667,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,227,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-37544-22-6,37544,22,6,3977731,21,24,1426,2834,440,0,67.9047619,126.747349,976,118.0833333,275.4697043,1070.962315,11.3129822,90402.97727,330374.8795,2166847,1,3977731,198886.55,533140.1831,2416929,1,3768185,163834.1304,449500.9925,2166847,2,0,688,784,5.279391693,6.033590507,0,976,92.60869565,216.2091044,46746.37681,0,0,1,0,0,1,94.66666667,67.9047619,118.0833333,688,21,1426,24,2834,14600,235,14,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-23542-80-6,23542,80,6,5141368,8,7,1110,2146,555,0,138.75,256.9150777,1073,306.5714286,523.5703891,633.294485,2.917511448,367240.5714,1335314.121,5004957,1,136411,19487.28571,51146.41898,135475,1,5141209,856868.1667,2032896.044,5005023,2,0,272,240,1.556006106,1.361505343,0,1073,203.5,387.8240151,150407.4667,0,0,1,0,0,0,217.0666667,138.75,306.5714286,272,8,1110,7,2146,65535,235,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21239-80-6,21239,80,6,12261100,8,7,1110,2146,555,0,138.75,256.9150777,1073,306.5714286,523.5703891,265.5552928,1.223381263,875792.8571,2269366.292,7255270,1,7256148,1036592.571,2742179.004,7255270,1,12261031,2043505.167,3244615.553,7255541,1,0,272,240,0.652470007,0.570911256,0,1073,203.5,387.8240151,150407.4667,0,0,1,0,0,0,217.0666667,138.75,306.5714286,272,8,1110,7,2146,65535,235,2,32,216,0,216,216,7255270,0,7255270,7255270,1,3
172.16.0.5-192.168.50.1-37544-22-6,37544,22,6,846,1,3,0,0,0,0,0,0,0,0,0,0,4728.132388,282,384.0351546,720,3,0,0,0,0,0,723,361.5,506.9955621,720,3,0,32,96,1182.033097,3546.099291,0,0,0,0,0,0,0,0,1,1,3,0,0,0,32,1,0,3,0,145,235,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-37544-22-6,22,37544,6,209151,1,2,0,0,0,0,0,0,0,0,0,0,14.34370383,104575.5,147887.8478,209148,3,0,0,0,0,0,3,3,0,3,3,0,32,64,4.78123461,9.562469221,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,235,145,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-23542-80-6,80,23542,6,180,1,1,0,0,0,0,0,0,0,0,0,0,11111.11111,180,0,180,180,0,0,0,0,0,0,0,0,0,0,0,32,32,5555.555556,5555.555556,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,235,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-23542-80-6,23542,80,6,121,1,2,0,0,0,0,0,0,0,0,0,0,24793.38843,60.5,81.31727984,118,3,0,0,0,0,0,3,3,0,3,3,0,32,64,8264.46281,16528.92562,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,235,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21695-80-6,21695,80,6,155,1,1,0,0,0,0,0,0,0,0,0,0,12903.22581,155,0,155,155,0,0,0,0,0,0,0,0,0,0,0,32,32,6451.612903,6451.612903,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,227,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21695-80-6,80,21695,6,115,1,2,0,0,0,0,0,0,0,0,0,0,26086.95652,57.5,77.07463915,112,3,0,0,0,0,0,3,3,0,3,3,0,32,64,8695.652174,17391.30435,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,227,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-21694-80-6,80,21694,6,188,1,1,0,0,0,0,0,0,0,0,0,0,10638.29787,188,0,188,188,0,0,0,0,0,0,0,0,0,0,0,32,32,5319.148936,5319.148936,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,236,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-21694-80-6,21694,80,6,102,1,2,0,0,0,0,0,0,0,0,0,0,29411.76471,51,69.29646456,100,2,0,0,0,0,0,2,2,0,2,2,0,32,64,9803.921569,19607.84314,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,236,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-46093-7032-6,46093,7032,6,142391,4,2,0,0,0,0,0,0,0,0,0,0,42.13749465,28478.2,63599.27746,142248,2,142391,47463.66667,82205.15205,142386,2,3,3,0,3,3,0,80,40,28.0916631,14.04583155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,4,0,2,0,1024,0,0,20,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21239-80-6,80,21239,6,159,1,1,0,0,0,0,0,0,0,0,0,0,12578.61635,159,0,159,159,0,0,0,0,0,0,0,0,0,0,0,32,32,6289.308176,6289.308176,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,235,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-21239-80-6,21239,80,6,111,1,2,0,0,0,0,0,0,0,0,0,0,27027.02703,55.5,75.66042559,109,2,0,0,0,0,0,2,2,0,2,2,0,32,64,9009.009009,18018.01802,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,235,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21696-80-6,21696,80,6,5653019,12,9,2296,4290,574,0,191.3333333,282.6180633,1073,476.6666667,565.2572423,1165.041193,3.714829191,282650.95,1120458.435,5004951,2,648068,58915.27273,190586.1853,633437,2,5652940,706617.5,1750851.439,5005041,2,0,400,304,2.122759538,1.592069653,0,1073,299.3636364,433.5523855,187967.671,0,0,1,0,0,0,313.6190476,191.3333333,476.6666667,400,12,2296,9,4290,65535,245,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21540-80-6,21540,80,6,12649663,5,2,0,0,0,0,0,0,0,0,0,0,0.553374426,2108277.167,5164079.841,12649411,2,12649663,3162415.75,6324663.501,12649411,3,2,2,0,2,2,0,176,80,0.395267447,0.158106979,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,5,0,2,0,65535,28960,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21697-80-6,21697,80,6,12602904,5,2,0,0,0,0,0,0,0,0,0,0,0.555427543,2100484,5145003.786,12602679,2,12602904,3150726,6301302.001,12602679,2,3,3,0,3,3,0,176,80,0.396733959,0.158693584,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,5,0,2,0,65535,28960,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-13420-80-6,13420,80,6,5381133,12,9,1796,4290,488,0,149.6666667,222.3197261,1073,476.6666667,565.2572423,1130.988585,3.902523874,269056.65,1117800.507,5004914,2,376219,34201.72727,112196.2351,372480,2,5381025,672628.125,1755401.656,5005021,3,0,400,304,2.230013642,1.672510232,0,1073,276.6363636,421.4433866,177614.5281,0,0,1,0,0,0,289.8095238,149.6666667,476.6666667,400,12,1796,9,4290,65535,243,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-42981-80-6,42981,80,6,5422493,12,9,1844,4290,488,0,153.6666667,227.5639104,1073,476.6666667,565.2572423,1131.214001,3.87275742,271124.65,1118087.355,5004950,2,417543,37958.45455,125325.7089,415829,2,5422345,677793.125,1754524.613,5005023,2,0,400,304,2.21300424,1.65975318,0,1073,278.8181818,422.2251302,178274.0606,0,0,1,0,0,0,292.0952381,153.6666667,476.6666667,400,12,1844,9,4290,65535,243,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21696-80-6,80,21696,6,113,1,1,0,0,0,0,0,0,0,0,0,0,17699.11504,113,0,113,113,0,0,0,0,0,0,0,0,0,0,0,32,32,8849.557522,8849.557522,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,245,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-21696-80-6,21696,80,6,156,1,2,0,0,0,0,0,0,0,0,0,0,19230.76923,78,106.0660172,153,3,0,0,0,0,0,3,3,0,3,3,0,32,64,6410.25641,12820.51282,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,245,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-13420-80-6,80,13420,6,139,1,1,0,0,0,0,0,0,0,0,0,0,14388.48921,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,32,32,7194.244604,7194.244604,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,243,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-13420-80-6,13420,80,6,152,1,2,0,0,0,0,0,0,0,0,0,0,19736.84211,76,103.2375901,149,3,0,0,0,0,0,3,3,0,3,3,0,32,64,6578.947368,13157.89474,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-42981-80-6,80,42981,6,160,1,1,0,0,0,0,0,0,0,0,0,0,12500,160,0,160,160,0,0,0,0,0,0,0,0,0,0,0,32,32,6250,6250,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,243,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-42981-80-6,42981,80,6,122,1,2,0,0,0,0,0,0,0,0,0,0,24590.16393,61,82.02438662,119,3,0,0,0,0,0,3,3,0,3,3,0,32,64,8196.721311,16393.44262,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-49855-80-6,49855,80,6,22051267,5,2,0,0,0,0,0,0,0,0,0,0,0.317442077,3675211.167,9002271.541,22051021,2,22051267,5512816.75,11025469.5,22051021,2,2,2,0,2,2,0,176,80,0.226744341,0.090697736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,5,0,2,0,65535,28960,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-49856-80-6,49856,80,6,5026564,8,7,844,2146,422,0,105.5,195.3480411,1073,306.5714286,523.5703891,594.8397355,2.98414583,359040.2857,1337189.075,5004925,2,21639,3091.285714,7832.879052,20848,2,5026482,837747,2041545.479,5004999,3,0,272,240,1.591544443,1.392601387,0,1073,186.875,374.1719524,140004.65,0,0,1,0,0,0,199.3333333,105.5,306.5714286,272,8,844,7,2146,65535,235,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21540-80-6,21540,80,6,148,1,1,0,0,0,0,0,0,0,0,0,0,13513.51351,148,0,148,148,0,0,0,0,0,0,0,0,0,0,0,32,32,6756.756757,6756.756757,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,227,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21540-80-6,80,21540,6,165,1,2,0,0,0,0,0,0,0,0,0,0,18181.81818,82.5,113.8441918,163,2,0,0,0,0,0,2,2,0,2,2,0,32,64,6060.606061,12121.21212,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,227,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-21697-80-6,21697,80,6,142,1,1,0,0,0,0,0,0,0,0,0,0,14084.50704,142,0,142,142,0,0,0,0,0,0,0,0,0,0,0,32,32,7042.253521,7042.253521,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,227,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-21697-80-6,80,21697,6,99,1,2,0,0,0,0,0,0,0,0,0,0,30303.0303,49.5,65.76093065,96,3,0,0,0,0,0,3,3,0,3,3,0,32,64,10101.0101,20202.0202,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,227,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-49856-80-6,80,49856,6,153,1,1,0,0,0,0,0,0,0,0,0,0,13071.89542,153,0,153,153,0,0,0,0,0,0,0,0,0,0,0,32,32,6535.947712,6535.947712,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,235,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-49856-80-6,49856,80,6,124,1,2,0,0,0,0,0,0,0,0,0,0,24193.54839,62,84.85281374,122,2,0,0,0,0,0,2,2,0,2,2,0,32,64,8064.516129,16129.03226,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,235,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-52410-80-6,52410,80,6,7064461,12,9,2182,4290,573,0,181.8333333,269.0970874,1073,476.6666667,565.2572423,916.1350031,2.972625937,353223.05,1186922.76,5001277,2,2063184,187562.1818,621491.0283,2061428,2,7064321,883040.125,1813756.437,5001377,2,0,400,304,1.698643393,1.273982544,0,1073,294.1818182,430.414378,185256.5368,0,0,1,0,0,0,308.1904762,181.8333333,476.6666667,400,12,2182,9,4290,65535,244,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-14614-22-6,14614,22,6,10714858,33,38,2886,4514,648,0,87.45454545,158.9017171,976,118.7894737,278.128607,690.6297778,6.626312733,153069.4,415424.5574,2010376,1,10714858,334839.3125,687414.2049,2396942,1,10328471,279147.8649,541406.5248,2010376,2,0,1072,1256,3.079835496,3.546477237,0,976,102.7777778,228.2264888,52087.3302,0,0,1,0,0,1,104.2253521,87.45454545,118.7894737,1072,33,2886,38,4514,29200,247,22,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-52411-80-6,52411,80,6,11387545,5,2,0,0,0,0,0,0,0,0,0,0,0.614706682,1897924.167,4648818.406,11387285,2,11387545,2846886.25,5693599.168,11387285,2,2,2,0,2,2,0,176,80,0.439076201,0.17563048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,5,0,2,0,65535,28960,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-52410-80-6,80,52410,6,175,1,1,0,0,0,0,0,0,0,0,0,0,11428.57143,175,0,175,175,0,0,0,0,0,0,0,0,0,0,0,32,32,5714.285714,5714.285714,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,244,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-52410-80-6,52410,80,6,97,1,2,0,0,0,0,0,0,0,0,0,0,30927.83505,48.5,64.34671709,94,3,0,0,0,0,0,3,3,0,3,3,0,32,64,10309.27835,20618.5567,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,244,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-51006-80-6,51006,80,6,6777646,13,8,2298,4290,601,0,176.7692308,276.4046411,1073,536.25,573.2754885,972.0188986,3.098420897,338882.3,1123529.616,4677214,3,6777646,564803.8333,1428694.295,4677214,3,2100190,300027.1429,793427.2673,2099351,3,0,432,272,1.918070079,1.180350818,0,1073,299.4545455,433.7669692,188153.7835,0,0,1,0,0,0,313.7142857,176.7692308,536.25,432,13,2298,8,4290,65535,245,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-14614-22-6,14614,22,6,871,1,3,0,0,0,0,0,0,0,0,0,0,4592.422503,290.3333333,440.9266757,798,3,0,0,0,0,0,801,400.5,562.149891,798,3,0,32,96,1148.105626,3444.316877,0,0,0,0,0,0,0,0,1,1,3,0,0,0,32,1,0,3,0,259,247,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-14614-22-6,22,14614,6,386193,1,2,0,0,0,0,0,0,0,0,0,0,7.768136657,193096.5,273075.4465,386190,3,0,0,0,0,0,3,3,0,3,3,0,32,64,2.589378886,5.178757771,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,247,259,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-52411-80-6,52411,80,6,166,1,1,0,0,0,0,0,0,0,0,0,0,12048.19277,166,0,166,166,0,0,0,0,0,0,0,0,0,0,0,32,32,6024.096386,6024.096386,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,227,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-52411-80-6,80,52411,6,115,1,2,0,0,0,0,0,0,0,0,0,0,26086.95652,57.5,77.07463915,112,3,0,0,0,0,0,3,3,0,3,3,0,32,64,8695.652174,17391.30435,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,227,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-49855-80-6,49855,80,6,200,1,1,0,0,0,0,0,0,0,0,0,0,10000,200,0,200,200,0,0,0,0,0,0,0,0,0,0,0,32,32,5000,5000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,227,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-49855-80-6,80,49855,6,118,1,2,0,0,0,0,0,0,0,0,0,0,25423.72881,59,79.19595949,115,3,0,0,0,0,0,3,3,0,3,3,0,32,64,8474.576271,16949.15254,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,227,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-41212-10070-6,41212,10070,6,137760,4,2,0,0,0,0,0,0,0,0,0,0,43.55400697,27552,61531.02476,137622,3,137760,45920,79530.57693,137754,3,3,3,0,3,3,0,80,40,29.03600465,14.51800232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,4,0,2,0,1024,0,0,20,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-26953-80-6,26953,80,6,5034832,8,7,1110,2146,555,0,138.75,256.9150777,1073,306.5714286,523.5703891,646.6948649,2.979245385,359630.8571,1337036.862,5004950,2,29882,4268.857143,10859.39881,28888,2,5034718,839119.6667,2040902.898,5005028,3,0,272,240,1.588930872,1.390314513,0,1073,203.5,387.8240151,150407.4667,0,0,1,0,0,0,217.0666667,138.75,306.5714286,272,8,1110,7,2146,65535,235,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-7086-80-6,7086,80,6,31452992,6,4,0,0,0,0,0,0,0,0,0,0,0.317934777,3494776.889,10484197.54,31452637,3,31452992,6290598.4,14066072.04,31452753,3,31452778,10484259.33,18159264.65,31452772,3,0,232,160,0.190760866,0.127173911,0,0,0,0,0,0,0,1,0,0,0,0,0,0,232,6,0,4,0,65535,28960,0,32,236,0,236,236,31452637,0,31452637,31452637,1,3
172.16.0.5-192.168.50.1-51006-80-6,51006,80,6,193,1,1,0,0,0,0,0,0,0,0,0,0,10362.6943,193,0,193,193,0,0,0,0,0,0,0,0,0,0,0,32,32,5181.34715,5181.34715,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,245,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-51006-80-6,80,51006,6,105,1,2,0,0,0,0,0,0,0,0,0,0,28571.42857,52.5,70.00357134,102,3,0,0,0,0,0,3,3,0,3,3,0,32,64,9523.809524,19047.61905,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,245,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-26953-80-6,80,26953,6,160,1,1,0,0,0,0,0,0,0,0,0,0,12500,160,0,160,160,0,0,0,0,0,0,0,0,0,0,0,32,32,6250,6250,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,235,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-26953-80-6,26953,80,6,125,1,2,0,0,0,0,0,0,0,0,0,0,24000,62.5,85.55992052,123,2,0,0,0,0,0,2,2,0,2,2,0,32,64,8000,16000,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,235,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-65518-80-6,65518,80,6,6394040,12,9,1608,4290,429,0,134,198.599643,1073,476.6666667,565.2572423,922.421505,3.284308512,319702,1143019.361,5004965,1,1389075,126279.5455,405274.385,1347700,2,6393943,799242.875,1763125.954,5005104,1,0,400,304,1.876747721,1.407560791,0,1073,268.0909091,417.9973694,174721.8009,0,0,1,0,0,0,280.8571429,134,476.6666667,400,12,1608,9,4290,65535,243,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-37587-80-6,37587,80,6,4324059,9,6,1138,2146,569,0,126.4444444,250.905416,1073,357.6666667,554.0948174,759.4715983,3.468962843,308861.3571,1155337.933,4322963,2,4324059,540507.375,1528342.883,4322963,3,848,169.6,230.6226355,471,2,0,304,208,2.081377706,1.387585137,0,1073,205.25,389.5415254,151742.6,0,0,1,0,0,0,218.9333333,126.4444444,357.6666667,304,9,1138,6,2146,65535,236,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-48328-80-6,48328,80,6,4469097,9,6,1246,2146,623,0,138.4444444,274.7171778,1073,357.6666667,554.0948174,758.9900152,3.356382732,319221.2143,1194073.051,4467904,2,4469097,558637.125,1579582.368,4467904,2,908,181.6,249.8045236,513,2,0,304,208,2.013829639,1.342553093,0,1073,212,396.6368616,157320.8,0,0,1,0,0,0,226.1333333,138.4444444,357.6666667,304,9,1246,6,2146,65535,236,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-34914-81-6,34914,81,6,130,2,2,0,0,0,0,0,0,0,0,0,0,30769.23077,43.33333333,70.72717535,125,2,3,3,0,3,3,2,2,0,2,2,0,40,40,15384.61538,15384.61538,0,0,0,0,0,0,0,1,0,0,1,0,0,0,40,2,0,2,0,65535,0,0,20,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-65518-80-6,80,65518,6,149,1,1,0,0,0,0,0,0,0,0,0,0,13422.81879,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,32,32,6711.409396,6711.409396,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,243,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-65518-80-6,65518,80,6,112,1,2,0,0,0,0,0,0,0,0,0,0,26785.71429,56,74.95331881,109,3,0,0,0,0,0,3,3,0,3,3,0,32,64,8928.571429,17857.14286,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-37587-80-6,37587,80,6,161,1,1,0,0,0,0,0,0,0,0,0,0,12422.36025,161,0,161,161,0,0,0,0,0,0,0,0,0,0,0,32,32,6211.180124,6211.180124,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,236,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-37587-80-6,80,37587,6,118,1,2,0,0,0,0,0,0,0,0,0,0,25423.72881,59,79.19595949,115,3,0,0,0,0,0,3,3,0,3,3,0,32,64,8474.576271,16949.15254,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,236,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-48328-80-6,48328,80,6,142,1,1,0,0,0,0,0,0,0,0,0,0,14084.50704,142,0,142,142,0,0,0,0,0,0,0,0,0,0,0,32,32,7042.253521,7042.253521,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,236,0,32,0,0,0,0,0,0,0,0,1,3
